city,institution,kind,likely_ai_pis,basis,homepage,directory_url,retrieved,confidence,notes
Berlin,Berlin Institute of Health (BIH),other_nonprofit,many,"Own directory lists 50 group leaders; at least 15 are clearly AI/computational: Dieter Beule (Translational Bioinformatics), Christian Conrad (Intelligent Imaging), Martin Kircher (Computational Genome Biology), Claudia Langenberg (Computational Medicine), Vince Madai (Responsible Algorithms), Christian Meisel (Computational Neurology), Fabian Prasser (Medical Informatics), Petra Ritter (Brain Simulation), Peter N. Robinson (Medical Computer Science and AI), Roland Eils (Digital Health)",https://www.bihealth.org/en/,https://www.bihealth.org/en/research/research-groups,2026-08-06,high,"Charité's integrated third pillar since a 2021 restructuring, with MDC retained as a minority strategic partner; not itself Helmholtz. No PI-name overlap found between BIH's and MDC's rosters, genuinely distinct people despite governance links; count both."
Berlin,Robert Koch Institute (RKI),other_nonprofit,few,"Dedicated center ZKI-PH (Zentrum für Künstliche Intelligenz in der Public Health-Forschung), 5 units, confirmed leadership Prof. Katharina Ladewig (director), Dr. Nils Körber and Dr. Christopher Irrgang (deputy directors)",https://www.rki.de,https://www.rki.de/DE/Institut/Organisation/Abteilungen/ZKI-PH/zki-ph-zentrum-fuer-kuenstliche-intelligenz-in-der-public-health-forschung-node.html,2026-08-06,medium,"Federal public-health institute, not university/Helmholtz/Leibniz. ZKI-PH is partly sited in Wildau (Brandenburg), still in-scope as an RKI unit. Full team directory not reachable this pass, plausibly an undercount."
Berlin,German Institute for International and Security Affairs (SWP),other_nonprofit,none,"Closest match is a general Digitalisierung Cyber Technologie research area with no confirmed computational-methods researchers",https://www.swp-berlin.org,,2026-08-06,medium,
Stuttgart,Fraunhofer IAO (Institute for Industrial Engineering),fraunhofer,many,"Management-team page lists 3 directors plus 8 heads of research unit; at least 3 explicitly AI/cognitive (Peissner, Human-Technology Interaction; Hämmerle, Cognitive Engineering and Production; Renner, Digital Business/Cognitive IoT Applications)",https://www.iao.fraunhofer.de/en.html,https://www.iao.fraunhofer.de/en/about-us/fraunhofer-iao/management-team.html,2026-08-06,high,"AI is applied/human-factors/cognitive-engineering rather than core ML. The Responsible Research and Innovation unit (CeRRI) is Berlin-based, excluded from this Stuttgart entry. CAUTION: the source directory page was found to contain a hidden prompt-injection payload in its raw HTML (fake console errors, base64 filler, instructions addressed to an AI agent); it was ignored during collection, but any automated re-scrape of this page should strip hidden text/scripts rather than feed raw content to a model."
Stuttgart,Fraunhofer IPA (Manufacturing Engineering and Automation),fraunhofer,many,"Institute-level Scientific Director for Digitalization and AI (Marco Huber); of roughly 20 named research areas at least 3 are core AI/robotics/CV with named heads (Cyber Cognitive Intelligence and Machine Vision and Signal Processing, both Huber; Automation and Robotics, Werner Kraus, also Leader AI Innovation Center)",https://www.ipa.fraunhofer.de/en.html,https://www.ipa.fraunhofer.de/en/current-research.html,2026-08-06,high,"Strongest AI hub of the five Fraunhofer institutes on the Stuttgart-Vaihingen campus. ~1300 staff; department pages expose only one contact each, so the true independent-PI count is likely well above what is visible here, worth a deeper per-department crawl."
Stuttgart,Fraunhofer IBP (Building Physics),fraunhofer,none,"Only 2 directors listed (Leistner, Grün); six expertise areas, none ML/CV/robotics-titled. AI appears only as a project name (noise control through AI) under a personalization research center, not as a PI-led group",https://www.ibp.fraunhofer.de/en.html,https://www.ibp.fraunhofer.de/en/about-us/profile-of-institute/directors-of-institute.html,2026-08-06,medium,"Dual-site institute (Stuttgart plus Holzkirchen, Bavaria); this entry covers the Stuttgart branch only."
Stuttgart,Fraunhofer IGB (Interfacial Engineering and Biotechnology),fraunhofer,none,"Leadership (Kluger, Rupp, Schließmann) all bio/chem; no ML/CV/NLP-titled group in the research-area listing",https://www.igb.fraunhofer.de/en.html,https://www.igb.fraunhofer.de/en/about-us/staff-profiles.html,2026-08-06,medium,"Has data-heavy NGS/genomics work not framed as an independent computational group; staff-profiles page located but not deep-crawled, small residual risk of a hidden bioinformatics PI."
Stuttgart,Fraunhofer IRB (Information Center for Planning and Building),fraunhofer,few,"Lists KI/Data Science as one of five service lines with a Praxisnetzwerk angewandte KI run by unnamed Data Science experts; no named individual PI surfaced",http://irb.fraunhofer.de/,http://irb.fraunhofer.de/de/leistungen/ki.html,2026-08-06,low,"Small (108-staff) knowledge-transfer/publishing institute; its AI offering reads as consulting rather than PI-led research, judgment call for inclusion."
Stuttgart,MPI for Solid State Research (MPI-FKF),max_planck,none,"7 departments plus 7 independent groups, none AI/ML-framed; nearest are Electronic Structure Theory (Alavi, ab initio/QMC) and Quantum Many-Body Theory (Metzner), both classical computational physics",https://www.fkf.mpg.de/en,https://www.mpg.de/5302167/45_Members,2026-08-06,medium,"Stuttgart-Büsnau/Vaihingen site, same campus cluster as MPI-IS. Only other MPI confirmed within the Stuttgart radius (mpg.de Baden-Württemberg filter cross-checked against Wikipedia's MPI list); MPI für Eisenforschung is Düsseldorf and excluded. Possible undercount if groups use ML interatomic potentials without labelling it AI."
Stuttgart,DLR Institute of Vehicle Concepts,helmholtz,few,"Materials and Process Applications department states it uses KI for understanding new materials/processes; embedded AI use, no standalone group",https://www.dlr.de/de/fk,https://www.dlr.de/de/fk/ueber-uns/abteilungen,2026-08-06,medium,"One of 7 DLR institutes on the Stuttgart site (>800 staff total across all 7, all checked)."
Stuttgart,DLR Institute of Engineering Thermodynamics,helmholtz,few,"Computergestützte Elektrochemie department (Prof. Arnulf Latz) explicitly couples physical models with state-of-the-art data-driven modeling",https://www.dlr.de/de/tt,https://www.dlr.de/de/tt/ueber-uns/abteilungen/computergestuetzte-elektrochemie,2026-08-06,medium,Strongest AI signal among the DLR Stuttgart institutes.
Stuttgart,DLR Institute of Combustion Technology,helmholtz,none,"Has a Computersimulation department but no AI/ML framing found",https://www.dlr.de/de/vt,,2026-08-06,low-medium,
Stuttgart,DLR Institute of Structures and Design,helmholtz,none,No AI/ML-framed group found,https://www.dlr.de/de/bt,,2026-08-06,low-medium,Dual-site institute (Stuttgart plus Augsburg).
Stuttgart,DLR Institute of Technical Physics,helmholtz,none,"Lasers/optics/remote sensing institute, no AI/ML framing found",https://www.dlr.de/de/tp,,2026-08-06,low-medium,Not on the original candidate list; found via the DLR Stuttgart site sweep.
Stuttgart,DLR Institute of Solar Research (Stuttgart site),helmholtz,none,No AI/ML-framed group confirmed,https://www.dlr.de/de/sf,,2026-08-06,low,"HQ is Cologne; multi-site institute, unclear what share of PIs sit in Stuttgart."
Stuttgart,DLR Institute of Networked Energy Systems (Stuttgart site),helmholtz,none,No AI/ML-framed group confirmed,https://www.dlr.de/de/ve,,2026-08-06,low,"HQ is Oldenburg; separate Stuttgart address (Curiestraße 4), smallest DLR presence checked."
Stuttgart,Hochschule Esslingen (Esslingen University of Applied Sciences),university_of_applied_sciences,many,"Institut für Intelligente Systeme (IIS, opened February 2024) profile page names 3 leadership plus 7 faculty, 10 professors total, on autonomous systems, camera/LiDAR/radar sensor fusion, industrial ML, robotics, embedded AI",https://www.hs-esslingen.de/,https://www.hs-esslingen.de/forschung/forschungsaktivitaeten/forschungsbereiche/iis-institut-fuer-intelligente-systeme/iis-unser-profil,2026-08-06,high,"Genuinely research-active (about 8 scientific staff, PhD candidates, external partners); director Markus Enzweiler, deputy Reiner Marchthaler. Strongest university-of-applied-sciences finding in Stuttgart."
Stuttgart,HFT Stuttgart (Hochschule für Technik Stuttgart),university_of_applied_sciences,many,"ZINA competence-centre page describes deep-learning 3D reconstruction, computer vision for autonomous vehicles, intelligent software agents, naming spokesperson Nicola Wolpert plus 8 contributors; separately Ulrike Pado runs an NLP lab",https://www.hft-stuttgart.de/,https://www.hft-stuttgart.de/forschung/forschungsprofil/kompetenzzentren/industrielle-anwendungen-der-informatik-und-mathematik,2026-08-06,medium-high,Some ZINA-listed names may lean computational-geometry/applied-math rather than core ML; individual focus areas were not confirmable for all 8.
Stuttgart,HdM Stuttgart (Hochschule der Medien),university_of_applied_sciences,many,"The Institute for Applied AI (IAAI) states it comprises 17 professors across ML/deep learning, CV, generative AI/LLMs, human-AI and human-robot interaction; named leads Maucher, Adel-Vu, Becker-Asano, Eberhardt, Rottmann; cross-checked against the 19-professor CS and Media roster",https://www.hdm-stuttgart.de/,https://iaai.hdm-stuttgart.de,2026-08-06,high,"IAAI is reachable only at its own subdomain, not linked from the university's central research overview, so a naive scrape of hdm-stuttgart.de would miss it."
Stuttgart,DHBW Stuttgart (Duale Hochschule Baden-Württemberg),university_of_applied_sciences,none,"A Zentrum für Künstliche Intelligenz (ZfKI) is listed among the Faculty of Technology's 9 knowledge centres, and a Data Science and AI bachelor exists, but the ZfKI page, its contacts subpage, and the DS&AI team page all return navigation only, no named person",https://www.dhbw-stuttgart.de/,,2026-08-06,low,"Consistent with DHBW's dual/teaching model where professors are often industry-embedded rather than publishing PIs; would need an internal directory to resolve. Verified independently, not just via the research subagent."
Stuttgart,Universität Hohenheim,university,few,"Mareike Schoop (Chair of Business Informatics and Intelligent Systems, states AI/ML/Predictive Analytics) and Thomas Dimpfl (Chair for Business Mathematics and Data Science) are clear; Robert Jung (Econometrics/Statistics, computational statistics) and Philipp Kügler (modelling of complex biological systems) are marginal",https://www.uni-hohenheim.de/,https://www.uni-hohenheim.de/fakultaeten-institute,2026-08-06,medium,"No dedicated bioinformatics or biostatistics chair found; not every institute was exhaustively enumerated. Full university (agriculture/life-sciences focus), included since it hosts a real quantitative-methods faculty."
Stuttgart,IKP Stuttgart (Dr. Margarete Fischer-Bosch-Institut für Klinische Pharmakologie),other_nonprofit,few,"Explicit unit Biostatistics/Bioinformatics, Pharmacometrics and Artificial Intelligence names Dr. Stefan Winter and Dr. Florian Büttner (Research Group Leader) plus 5 more staff, working on deep learning for image analysis, ML, PBPK/population PK modelling, cell segmentation",https://www.ikp.de/en,https://www.ikp.de/en/biostatisticsbioinformatics-pharmacometrics-and-artificial-intelligence,2026-08-06,medium-high,"Institute of the Robert Bosch Gesellschaft für medizinische Forschung (Bosch Health Campus) — NOT the corporate Bosch research lab. Director Prof. Matthias Schwab. Most substantive new AI-relevant find outside Fraunhofer/UAS. Note: www.ikp-stuttgart.de fails TLS; the live site is ikp.de."
Stuttgart,Robert Bosch Centrum für Tumorerkrankungen (RBCT),other_nonprofit,none,"Scientific director Steven Johnsen, medical director Hans-Georg Kopp; only a central oncology study unit surfaced, no computational-oncology group listed",https://www.rbct.de/en,,2026-08-06,low,"Partnered with University Hospital Tübingen; sits on the same Bosch Health Campus as IKP Stuttgart, so some computational capacity is likely shared with IKP rather than separately staffed."
Stuttgart,Klinikum Stuttgart,university_hospital,none,"Institute listing shows only Clinical Genetics, Hospital Hygiene, Pathology, Pediatric Radiology, Clinical Chemistry, Transfusion Medicine, Clinical Psychology; no medical-informatics, biometry or data-science institute, and no independent research groups distinct from clinical departments",https://www.klinikum-stuttgart.de/,https://www.klinikum-stuttgart.de/medizin-pflege/einrichtungen/kliniken-institute-nach-fachgebieten,2026-08-06,medium,
Stuttgart,DITF Denkendorf (Deutsche Institute für Textil- und Faserforschung),other_nonprofit,few,"R&D contacts page lists 41 people; computationally relevant are Hermann Finckh (Head of Numeric Simulation) and the Center of Management Research cluster (Fischer, Seibold on intelligent and sustainable production, Grau, Winkler); site advertises Artificial Intelligence, Modeling and Virtualization, Digital Engineering, Experimental Digital Twins and a Digital Textile Micro Factory",https://www.ditf.de/en/,https://www.ditf.de/en/index/ditf/contacts/research-development/,2026-08-06,medium,"Foundation under public law supervised by the Baden-Württemberg Ministry of Economics; explicitly NOT a Leibniz Association member despite one search result suggesting otherwise (absent from the official Leibniz BW list). Denkendorf site, ~15 km SE, in radius. AI relevance is applied/industrial rather than publishing-ML, borderline for a research-density map but a genuine independent non-profit employer."
