candidate_name,city_considered,reason_code,reason,counts_toward,confidence,evidence_url
Hao Shen 0002,München,E15,"DBLP pid 26/2210-2 lists dual fortiss + TU Munich affiliation, but TUM's professor directory has no entry for him and fortiss's own Institute Management & Research Fellows page (which lists TUM professors holding joint fortiss appointments, e.g. Diepold, Beetz, Broy) omits him -- no joint TUM professorship found. No 'group leader' title found. ORCID 0000-0003-0091-4155 shows only one stale histori",,medium,https://www.fortiss.org/en/research/fields-of-competence/detail/machine-learning
Hao Yu 0010,München,E08,"DBLP's TUM affiliation reflects his PhD period (completed 2023); homepage is stale (still says 'PhD candidate', last publications 2023); does not appear on TUM CAMP's current member list. Could not verify current position.","Unclear — not on current TUM CAMP roster; last co-affiliation National University of Defense Technology, Changsha, China",low,https://haoyu94.github.io; https://www.cs.cit.tum.de/en/camp/members/; https://dblp.org/pid/64/4832-10.html
Haowei Zhang 0002,München,E08,"DBLP's TUM affiliation reflects his earlier M.Sc. in Robotics, Cognition, Intelligence at TUM's School of CIT (2021–2024), confirmed by his personal GitHub CV and an OpenReview profile snippet. He is now an MS student at Fudan University since 2025. Never independent, no longer in Munich. Co-authorships with Volker Tresp's LMU group appear to be from a TUM-era collaboration, not a current LMU post","Shanghai, China",high,https://openreview.net/profile?id=~Haowei_Zhang3
Hong Joo Lee 0001,München,E15,"DBLP shows move from KAIST (former) to TUM (current); CAMP chair members page confirms him as ""Lee, Hong Joo; Dr."" under Affiliated Scientists category (postdoc-level, holds a doctorate already). Frequent co-author of chair holder Nassir Navab and Seong Tae Kim — clearly inside Navab's chair, not an independent PI.",,high,https://www.cs.cit.tum.de/camp/members/
Julio Rogelio Guadarrama-Olvera,München,E15,"Official TUM ICS bio explicitly states he ""joined ICS as a postdoctoral researcher and leader of the humanoid robotics group"" within Prof. Gordon Cheng's chair — i.e., a sub-team lead inside someone else's chair (per project rules, this is EXCLUDE, not an independent PI: no evidence of own funding/own chair). Actively publishing through 2025 (Humanoids, IROS, journal articles), so current and in M",,high,https://www.ce.cit.tum.de/en/ics/people/guadarrama/
Junjie Yang 0001,München,E15,Official TUM oral-examination record confirms his doctoral defense at TUM/Garching on 16 Dec 2025 under Navab and Nasseri; now a postdoc in the same lab. Listed only as 'Affiliated Scientist' (not core faculty) on the CAMP members page.,,high,https://www.cs.cit.tum.de/camp/members/
Junnan Li 0008,München,E15,"Confirmed via official MIRMI Scientific Staff directory, listed as ""Research Associate,"" credential ""M.Sc."" (not yet a doctorate) — standard designation for a doctoral student in the German system. Specific supervising PI within MIRMI not identified. Clearly not an independent PI.",,high,https://www.mirmi.tum.de/en/mirmi/people/scientific-staff/
Junwen Huang 0001,München,E15,"MCML tag on DBLP is the virtual centre, not his employer; real home is TUM CAMP under Prof. Navab (co-advised by Prof. Busam and PD Dr. Ilic). PhD student in someone else's group.",,high,https://www.cs.cit.tum.de/en/camp/members/junwen-huang/
Kejia Chen 0005,München,E15,Confirmed on official TUM chair roster as Research Assistant (standard PhD-student designation in the German system) under Prof. Knoll; not independent.,,high,https://www.ce.cit.tum.de/air/people/; https://dblp.org/pid/16/6178-5.html
Kun Yuan 0004,München,E15,"Joint PhD student (joined Nov 2023), listed only as 'Affiliated Scientist' on TUM CAMP's member page; primary base appears split between Strasbourg and Munich. Excluded as a PhD student regardless.",,high,https://www.cs.cit.tum.de/camp/members/; https://dblp.org/pid/74/4607-4.html
Long Wen 0003,München,E15,"Still titled M.Sc. on TUM's own chair page (has not completed a doctorate), working under Prof. Knoll — a PhD student inside someone else's chair.",,high,https://www.ce.cit.tum.de/en/air/people/long-wen-msc/
Markus Rickert 0001,München,E08,"DBLP's 'TU Munich' is stale, lagging 2024-2025 co-authored papers with Alois Knoll. ORCID 0000-0001-6264-0888 shows: TUM PhD/Research Assistant 2004-2010; fortiss Research/Deputy/Head of Robotics & ML 2010-2021; TUM Research Associate in Knoll's AIR chair 2021-2023; Full Professor at Uni Bamberg since Sept 2023. Corroborated by a Uni Bamberg WIAI events page listing his Antrittsvorlesung (inaugura",Bamberg,high,https://www.uni-bamberg.de/en/wiai/
Matthias Mueller 0011,München,E08,Left Intel Labs' Intelligent/Embodied AI Lab (Munich) in 2023 for Apple. No academic appointment found (industry-only); current location is not Munich either.,"Sunnyvale, California, USA (Apple)",high,https://matthias.pw
Michael Schmidt 0015,München,E15,"Only affiliation on DBLP is BMW Group, Munich, with no secondary academic affiliation. Papers (2022-2025) co-authored with TUM professors (Nassir Navab, Federico Tombari, Alois Knoll) reflect standard BMW-TUM industry collaboration, not an academic post for Schmidt himself. Industry-only position — excluded per project rules regardless of Munich location. No personal homepage found.",,medium,https://dblp.uni-trier.de/pid/48/3452-15
Nan Yang 0007,München,E08,"DBLP pid 51/1629-7 confirmed via topic match (D3VO, MonoRec, TANDEM -- SLAM/visual odometry work from Daniel Cremers' TUM Computer Vision Group). TUM CVG alumni page lists him as departed PhD student (- 03/2022) to 'Facebook'. Personal site (updated July 2026) and Google Scholar (fb.com email) both currently show 'Research Scientist, Reality Labs Research' at Meta. No longer TUM/Munich-affiliated;",unspecified (Meta Reality Labs Research; exact office city not stated in sources found),high,https://nan-yang.me
Nikolaus Demmel,München,E15,TUM CVG's own alumni table lists him as PhD student 'until 06/2022 ... went on to ... Apple.' Now an industry ML engineer at Apple's Munich office; industry-only excludes independence but he remains physically Munich-based.,,high,https://cvg.cit.tum.de/members/demmeln; https://cvg.cit.tum.de/members
Patrick van der Smagt,München,E08,"recent papers place them elsewhere: Genuinely unsettled case, flagged rather than resolved. ELTE's live staff directory is the only first-party page confirming a current, staffed post (named office, active email). No first-party evidence of an ongoing Volkswagen/Munich post could be found: his former VW lab domain argmax.ai now redirects to a bare, unbranded publications list with no VW branding, ","Budapest, Hungary (unsettled — see notes)",low,https://mi.inf.elte.hu/employees
Pengyuan Wang 0002,München,E13,"Disambiguated via ORCID 0000-0002-6444-1257 as the CV/robotics 'Wang 0002' (6D pose estimation, HouseCat6D, PhoCaL, DemoGrasp). TUM's own CAMP directory flags him inactive/departed; last DBLP paper 2024. Never independent (PhD student only). Google Scholar still shows stale TUM affiliation; a LinkedIn snippet hinted at 'Munich' but the profile was login-walled and unverifiable, so moved_to_city le",,medium,https://www.cs.cit.tum.de/en/camp/members/pengyuan-wang/
Peter Kocsis 0001,München,E15,"DBLP's 4 papers are all co-authored with Matthias Nießner. Confirmed via the Nießner lab team page (listed under 'PhD Students') and his individual profile page (title 'Ph.D Candidate'). Still a doctoral student, not an independent PI.",,high,https://niessnerlab.org/members/peter_kocsis/profile.html
Qing Cheng 0001,München,E15,"Confirmed via TUM CVG members page: currently an active PhD student, having previously worked ~4 years as a CV/AI engineer at Artisense GmbH (a TUM CVG spinoff) before starting his doctorate in 2023. Not independent; DBLP's Artisense affiliation reflects the prior employer, not the current post.",,high,https://cvg.cit.tum.de/members/cheq
Rene Ranftl,München,E08,"DBLP's 'Intel Laboratory, Munich' is stale; Intel's own bio page for him now returns 404. Google Scholar lists a verified epicgames.com email. No current academic appointment found; industry-only excludes independence, and he no longer appears to be Munich-based.",Unclear exact city (Epic Games is a US company); Intel Labs Munich bio page now 404s,medium,https://scholar.google.com/citations?user=cwKg158AAAAJ; https://theorg.com/org/epic-games/org-chart/rene-ranftl
Robert Müller 0005,München,E15,"DBLP affiliation confirmed as LMU Munich; 29 papers 2020-2025 in quantum computing/multi-agent RL, consistently co-authored with Prof. Claudia Linnhoff-Popien and her known PhD students (Michael Kölle, Jonas Stein, Thomy Phan), strongly indicating a doctoral/early-career researcher inside her group rather than an independent PI. Could not directly verify exact current title/status: the group's own",,medium,https://dblp.uni-trier.de/pid/84/2636-5
Rudolph Triebel,München,E08,"TUM Computer Vision Group lists him as alumni (postdoctoral researcher 04/2013-06/2023), confirming departure. DLR Oberpfaffenhofen (~30km from Munich) is not one of the project's four designated Munich institutions, so even the DLR role would not count as Munich.","Karlsruhe, Germany (KIT)",medium,https://cvg.cit.tum.de/members; https://www.dlr.de/en/rm/about-us/departments/perception-and-cognition
Rui Song 0007,München,E08,"Defended PhD summa cum laude at TUM Chair of Robotics, AI and Real-Time Systems in 2025; now a postdoc under Prof. Jiaqi Ma at UCLA. DBLP's Munich entry is stale.","Los Angeles, USA (UCLA Mobility Lab)",high,https://cv4dt.github.io/author/dr-rui-song/
Ruilong Zhang 0001,München,E08,"DBLP's 'TUM Department of Mathematics' affiliation is outdated; his own homepage states he is now Assistant Professor at CityU (Dongguan). Field is optimization/algorithmic game theory, borderline core-AI but resolved per queue instructions; no longer in Munich.","Dongguan, China (City University of Hong Kong, Dongguan)",high,https://ruilong-zhang.github.io/
Sami Haddadin,München,E08,Formerly founding/executive director of TUM's MIRMI and Chair of Robotics and Systems Intelligence at TUM; left TUM circa Jan 2025 for MBZUAI (also VP for Research there). DBLP's TUM affiliation is stale.,"Abu Dhabi, UAE (MBZUAI)",high,https://en.wikipedia.org/wiki/Sami_Haddadin; https://mbzuai.ac.ae/study/faculty/sami-haddadin/
Sebastian Schmidt 0006,München,E15,"Dual TUM/BMW role, both Munich-based. Works inside Prof. Stephan Guennemann's DAML group, not his own PI line — not independent.",,medium,https://www.basti-schmidt.eu/; https://www.cs.cit.tum.de/en/daml/team/schmidt/
Shuo Chen 0014,München,E15,"DBLP 0014 confirmed match (ORCID 0000-0001-7305-3793, LMU Munich, ML/safety-alignment topics). Personal site schen.app: 'Ph.D. Candidate - LMU Munich / Siemens', enrolled since 2023 in Tresp's group, no own lab/funding found -- not an independent PI.",,high,http://schen.app/
Simon Burton 0001,München,E15,"DBLP confirms Fraunhofer IKS Munich affiliation with active publications through 2026 (safety assurance for AI/autonomous systems). Could not access Fraunhofer IKS staff/team pages this session (repeated 404s) to confirm his exact verbatim title. No evidence found of a university chair or professorship. Per project rule DE, a Fraunhofer department/research-area head without a university chair or d",,low,https://dblp.uni-trier.de/pid/84/4020-1
Simon Weber 0002,München,E08,"His own TUM CVG alumni page states: 'Until November 2025, I was a PhD candidate at TUM' and 'I am now a research associate at the University of Oxford, in Ronald Clark's PIXL lab.' DBLP's Munich listing is now outdated.","Oxford, UK (University of Oxford)",high,https://cvg.cit.tum.de/members/webersi
Slobodan Ilic,München,E15,"Primary employer is Siemens (industry), Munich-based, since 2014. TUM CAMP page lists him only under Affiliated Scientists, not core/independent faculty, so this does not count as an independent Munich post though he remains physically in Munich.",,medium,https://www.cs.cit.tum.de/camp/members/
Stefan Andreas Baumann,München,E15,CompVis/Ommer-Lab page explicitly lists him as PhD Student with office/phone; active 2026 preprints under Ommer's group confirm currency.,,high,https://ommer-lab.com/people/; https://dblp.org/pid/367/3849
Tassilo Klein,München,E08,"His personal site verbatim lists PhD (2012) from TU Munich only as a past credential, not a current post. Current DBLP papers (2025-2026: SALT-KG, Contrastive Perplexity, tabular foundation models) match enterprise-AI work at SAP, not TUM. Industry role, not academic; Berlin location corroborated by GitHub bio and TheOrg.com but not a primary SAP source, hence medium confidence on exact city.",Berlin,medium,https://tjklein.github.io
Thomas Decker 0004,München,E15,"DBLP lists dual affiliation ""Siemens AG, Munich"" + ""LMU Munich""; all papers 2023-2026 co-authored with Volker Tresp (LMU professor) and/or Florian Buettner, consistent with an industry-based (Siemens-employed) doctoral student supervised academically at LMU. No personal homepage found to confirm exact title or PhD completion status. Primary employer is industry (Siemens); academic tie is doctoral ",,medium,https://dblp.uni-trier.de/pid/351/4532
Tong Liu 0019,München,E15,"Disambiguated as DBLP pid 36/5558-19 via topic match (AI/ML papers at ACL/EMNLP co-authored with Volker Tresp and Jindong Gu), distinct from ~40 other 'Tong Liu' DBLP entries. LMU's DBS/Multimodal and Agentic AI group directory lists him as 'Research Assistant' (doctoral researcher) under Prof. Tresp's chair. MCML affiliation correctly treated as non-employer per project rules; substantive post is",,high,https://www.ifi.lmu.de/dbs/en/persons/contact-page/tong-liu-4b539aba.html
Uwe Stilla,München,E13,"TUM School of Engineering obituary confirms he led the Chair of Photogrammetry and Remote Sensing from 2004 until retiring in March 2023, and died on 10 May 2023 at age 66 after a prolonged illness. DBLP's plain ""Technical University Munich"" affiliation is several years stale and does not reflect his retirement/death. Clearly not a current position holder.",,high,https://www.asg.ed.tum.de/en/pf/obituary-stilla/
Virginia Estellers,München,E08,"DBLP's ""TU Munich"" tag reflects a past postdoc in the TUM Computer Vision Group (Prof. Daniel Cremers, Informatics 9); earlier stints at EPFL and UCLA Vision Lab are even older. Google Scholar profile now lists Microsoft as her affiliation; a LinkedIn snippet says ""Applied scientist at Microsoft CMD Lab""; TUM CVG's members page does not list her among current members and points to her personal sit",unknown (industry - Microsoft; exact office city unconfirmed),medium,https://scholar.google.com/citations?user=MR3fFXoAAAAJ&hl=en
Wei Zhang 0334,München,E08,"His personal homepage states he was a ""PhD Researcher at Huawei Munich Research Center (2020–2024)"" (past tense) and has been a Research Associate/PhD candidate at Stuttgart's Institute for Photogrammetry since 2024. DBLP's Huawei-Munich-first-listed affiliation is stale; his Huawei Munich role has ended and he is not independent.","Stuttgart, Germany",high,https://willyzw.github.io/
Xiao Xu 0001,München,E15,"Disambiguated via dblp.org pid 64/4216-1 (ORCID 0000-0002-4375-3884), affiliation 'Technical University of Munich, Chair of Media Technology, Germany'; paper topics (haptics/teleoperation, visual-inertial odometry, depth estimation) match this person, ruling out other Xiao Xu profiles (0002 Edinburgh, 0003/0004 China). PhD (TUM) 2017, joined LMT as staff in 2011, currently listed on official LMT t",,high,https://www.ce.cit.tum.de/en/lmt/team/
Xin Jing 0001,München,E15,"Confirmed via dblp.org disambiguation page as 'Xin Jing 0001' (pid/03/11308-1, ORCID 0000-0002-8803-9414), the only one of 12 same-name DBLP entries with TUM Chair of Health Informatics; affective-computing/speech-emotion papers match. DBLP lists dual affiliation (TUM + Univ. Augsburg EIHW, Schuller's former chair). ORCID and Google Scholar (verified tum.de email) show only TUM with no end date, s",,medium,https://orcid.org/0000-0002-8803-9414
Xin Sun 0003,München,E08,"TUM's Chair of Data Science in Earth Observation (SiPEO/AI4EO Future Lab) lists 'Dr. Xin Sun' under alumni (former Humboldt Fellow), confirming he has left Munich. DBLP's TUM affiliation is stale; OpenReview points to a return to Harbin Institute of Technology as Associate Professor. Xin Sun is a common name, so some identity uncertainty remains.","Weihai/Harbin, China (Harbin Institute of Technology)",medium,https://www.asg.ed.tum.de/en/sipeo/team/; https://openreview.net/profile?id=~Xin_Sun17
Xinpeng Wang 0003,München,E08,"DBLP 0003 profile confirmed as the LMU Munich match (topics: refusal-direction ablation, LLM safety, opinion/attitude evaluation in LLMs). MaiNLP lab page (LMU CIS, Barbara Plank's group) lists him under 'alumni': PhD student 2022-2026, now NYU CDS Faculty Fellow. His own homepage corroborates final-year PhD at LMU / incoming Faculty Fellow at NYU CDS. Faculty Fellow is a pre-tenure-track fellowsh","New York City, USA",high,https://xinpeng-wang.github.io/
Yan Xia 0003,München,E15,"TUM CVG page lists him as a current postdoctoral researcher (PhD from TUM, 2023). Google Scholar affiliation string reads USTC | TUM | VGG Oxford; could not confirm if a professor-track title elsewhere is now primary, so used the directly-confirmed current TUM postdoc role.",,medium,https://cvg.cit.tum.de/members; https://scholar.google.com/citations?user=xkBn4mMAAAAJ&hl=en
Yanyan Li 0001,München,E08,Now also publishes as 'Yan Li'; her own homepage states she obtained her PhD at TUM and has since become an independent PI at HKUST(GZ); no longer in Munich.,"Guangzhou, China (HKUST(GZ))",high,https://yanyan-li.github.io/; https://yanyan-li.github.io/about_me
Yi Wang 0072,München,E15,"Confirmed correct DBLP profile (pid 17/221-72, EO/remote-sensing foundation-model papers: Panopticon, Copernicus-FM, GeoLangBind, SpectralEarth, EO-VAE) matching TUM Data Science in Earth Observation + DLR affiliation and topics; a Feb/Mar 2026 arXiv footnote still lists 'TUM, MCML, Munich' for him. Not independent: co-author (not senior author) under group head Xiao Xiang Zhu on every recent pape",,medium,https://arxiv.org/abs/2602.12177
Yihong Liu 0001,München,E15,"Completed PhD at LMU (started Sept 2022); now a postdoctoral researcher at CIS. MCML listing on DBLP reflects the virtual centre, not a separate employer.",,medium,https://yihongl1u.github.io/
Yu Zhang 0182,München,E15,"Listed under 'Research Staff (external),' not the core Research Assistants category, on Knoll's chair roster, suggesting a joint/visiting arrangement with a primary post elsewhere that could not be confirmed.",,medium,https://www.ce.cit.tum.de/air/people/; https://dblp.org/pid/50/671-182.html
Yuhong Huang,München,E15,Confirmed on TUM chair roster with tum.de email; current M.Eng.-level research assistant under Knoll; not independent.,,high,https://www.ce.cit.tum.de/air/people/; https://dblp.org/pid/173/3434
Yuning Cui 0001,München,E15,"Could not locate a personal homepage or TUM chair listing confirming exact role; not found on TUM's Computer Vision Group page or any institution directory. Co-affiliation with National University of Defense Technology (China) on DBLP suggests a joint PhD/postdoc rather than an independent PI, but this is inferred from pattern, not directly confirmed. Low confidence per contract rather than a miss",,low,https://dblp.org/search/author/api?q=Yuning%20Cui&format=json
Yvain Quéau,München,E08,"DBLP's ""TU Munich"" affiliation reflects a past postdoc in Daniel Cremers' group at TUM. He later was associate professor at LabISEN Brest, and per his personal homepage is now a permanent CNRS research scientist at GREYC in Caen. DBLP record is stale.","Caen, France",high,http://yqueau.github.io
Zhenshan Bing,München,E15,"Primary post moved to Nanjing University (PhD from TUM, 2019). Still listed as Guest Lecturer/external research staff on TUM chair's people page.","Nanjing, China (Nanjing University), primary",medium,https://njusz.nju.edu.cn/a7/07/c52366a763655/page.htm; https://www.ce.cit.tum.de/en/air/people/
Zheyu Zhang 0007,München,E15,"Confirmed via dblp.org disambiguation page as 'Zheyu Zhang 0007' (pid/172/0655-7, ORCID 0009-0004-6491-8037), the only one of 8 same-name DBLP entries affiliated with TUM; NLP/LLM papers (ACL, EMNLP) match. Personal site confirms 2nd-year PhD student, started Dec 2024, advisor Prof. Gjergji Kasneci; also listed as junior member of MCML (virtual centre, not the employer). No evidence of independent",,high,https://oooranz.github.io/
Ziyuan Liu 0003,München,E13,"DBLP 0003 profile confirms affiliation = Huawei Munich Research Center, Germany (ORCID 0000-0002-7735-3141), an industry employer per project rules, excluded regardless of physical presence in the city. Checked TUM directory, LMU pages, Google Scholar, Semantic Scholar, OpenReview for any secondary/joint independent academic post at TUM/LMU/Helmholtz -- found none. WebSearch budget was exhausted a",,medium,https://dblp.uni-trier.de/pid/43/10164-3
Ziyue Li 0002,München,E08,"Formal employer is TUM but the chair is physically based at TUM's Heilbronn campus (~120km from Munich, per project rule a different city), started 2025-08-01. Previously junior professor at University of Cologne 2022-2025. DBLP's plain 'Technical University of Munich' obscures the campus distinction, which is exactly why this case needed adjudication.","Heilbronn, Germany (TUM Campus Heilbronn)",medium,https://www.professoren.tum.de/en/li-ziyue; https://html.duckduckgo.com/html/?q=%22Ziyue+Li%22+TUM+Heilbronn+professor+homepage
Alexander Keller 0001,Berlin,E15,"NVIDIA's own biography explicitly frames the Ulm University professorship in the past tense; no current academic title (honorary or otherwise) was found. His only current post is industry (NVIDIA Berlin), which excludes him under the project's rules regardless of city.",,high,https://research.nvidia.com/person/alex-keller
Cheng Wang 0002,Berlin,E15,"His PhD (Hasso-Plattner-Institute/Univ. of Potsdam, 2017) is a past credential; NEC Laboratories Europe (Heidelberg, per DBLP) was a prior job superseded by the current Amazon Berlin post. No current university appointment found; industry-only post excludes him.",,high,https://ieeexplore.ieee.org/author/37088461883; https://deepsemantic.github.io/
Christian Wressnegger,Berlin,E08,"BIFOLD's own roster lists him as ""Prof. Dr., Fellow"" with primary_affiliation KIT. Per this project's rule, BIFOLD Junior Fellow status alone doesn't establish a Berlin position; no substantive Berlin appointment was found. His sole current post is KIT Karlsruhe, matching DBLP.","Karlsruhe, Germany",high,https://intellisec.de/chris/; https://www.bifold.berlin/people/prof-dr-christian-wressnegger.html
David Schlangen,Berlin,E08,"ORCID's employment record shows exactly one entry -- Professor, University of Potsdam, since 1 Apr 2019, no end date -- and no DFKI employment was ever recorded. DFKI Berlin's professors overview page lists him under Berlin, but that page reads as a cross-institutional networking directory rather than evidence of a substantive Berlin post. Potsdam is a different city from Berlin in this project's ","Potsdam, Germany",high,https://www.ling.uni-potsdam.de/~das/; https://pub.orcid.org/v3.0/0000-0002-2686-6887/employments
Julia Stoyanovich,Berlin,E08,"BIFOLD's own roster lists her only as ""Prof., Fellow"" with primary_affiliation NYU Tandon. Per this project's rule, BIFOLD is a virtual centre, not an employer -- Fellow status alone doesn't establish a Berlin position, and no other Berlin appointment was found. Her sole substantive post is NYU, matching DBLP.","New York, USA",high,https://engineering.nyu.edu/faculty/julia-stoyanovich; https://www.bifold.berlin/people/julia-stoyanovich.html
Karsten Müller 0001,Berlin,E15,"Group leader inside HHI's AI Department (headed by someone else), not the department head; no current university professorship found (his TU Berlin Dipl.-Ing./Dr.-Ing. are historical). Same HHI coverage-gap caveat as Lapuschkin, but title alone doesn't clear the independence bar.",,medium,https://iphome.hhi.de/mueller/index.htm
Matthias W. Seeger,Berlin,E15,"EPFL (per DBLP) reads as a prior position everywhere it's mentioned, not current. No active academic title found; industry-only post in Berlin excludes him.",,medium,https://scholar.google.com (profile); https://de.linkedin.com/in/matthias-seeger-3010b765
Nicole Mücke,Berlin,E08,"MATH+'s own alumni page confirms she led an independent MATH+ Junior Research Group at TU Berlin from 03/2020-06/2021 before relocating; TU Berlin's math site no longer lists her, and her current preprint affiliation is Braunschweig. Her exact current rank there could not be confirmed (TU Braunschweig's IMAS staff pages 404'd), but ""independent"" is the best-evidence call given her JRG track record","Braunschweig, Germany",medium,arXiv:2506.16283 (title page); https://mathplus.de/early-career-researchers/independent-junior-research-groups/
Pascal Kunz 0001,Berlin,E15,"M.Sc. title plus membership in a DFG-funded doctoral training programme confirms doctoral-student status -- correctly excluded. The dual TU/HU Berlin listing reflects the training programme's cross-institutional structure, not an independent post.",,high,https://www.mi.fu-berlin.de/en/facetsofcomplexity/people/postdoctoral-and-doctorals/2-Kunz/index.html; https://www.tu.berlin/akt
Patrick Haller 0002,Berlin,E15,"Self-described PhD student, correctly excluded. HU Berlin's own site sits behind bot protection so the ""Akbik lab"" attribution rests on coauthor-pattern inference rather than a direct staff-page hit.",,medium,https://hallerpatrick.github.io; https://dblp.uni-trier.de/pid/302/4394-2
Robert A. Vandermeulen,Berlin,E13,"ORCID confirms his TU Berlin postdoc (Institute of Software Engineering & Theoretical CS / BIFOLD) ran Feb 2020-30 Jun 2024 and has ended; DBLP's TU Berlin affiliation is stale. Still publishes with former TU Berlin colleagues and appears to remain personally Berlin-based, but holds no institutional appointment there or anywhere, so he doesn't qualify regardless of city.",,medium,https://ravdm.github.io/; https://pub.orcid.org/v3.0/0000-0001-6863-7006/employments
Robin Chan 0001,Berlin,E15,"ORCID confirms TU Berlin employment since 1 Apr 2023 with no end date (current); his concurrent Bielefeld University postdoc ended 30 Jun 2024, so TU Berlin is his sole current post, matching DBLP's primary listing. He remains a postdoc per his own site and ORCID, so postdocs-excluded applies regardless of city.",,medium,https://robinchan.de/; https://pub.orcid.org/v3.0/0000-0003-2935-3275/employments
Roland Roller,Berlin,E15,"Absent from DFKI Berlin's own professors listing and not named as leader of any of the department's five sub-groups; his own bio calls him ""senior researcher and project manager"" -- staff inside Möller's department, not independent. His guest-researcher tie to Charité is not a substantive appointment, and Charité is itself one of the project's uncollected Berlin institutions.",,medium,https://dfki-nlp.github.io/author/roland-roller/; https://ai.berlin/news/detail/dr-roland-roller-dfki
Ronny Hänsch,Berlin,E08,"He is absent from TU Berlin's current RSiM group roster (the group's 2007-2018-era successor, now led by Begüm Demir). His own site places him at DLR's SAR Technology department near Munich, not Berlin. DBLP's TU Berlin tag is stale. Postdoc title (despite a team-lead role) doesn't clear the independence bar in any case.","Oberpfaffenhofen (Munich area), Germany",medium,http://www.rhaensch.de/
Sebastian Lapuschkin,Berlin,E15,"Group leader inside HHI's AI Department, not the department head; no current university professorship found (his TU Berlin PhD, 2018, is historical only). Fraunhofer HHI is a genuine Berlin research institute not among the six collected rosters -- a coverage gap worth flagging -- but that alone doesn't clear the independence bar.",,medium,https://iphome.hhi.de/lapuschkin/
Shuang Guo 0003,Berlin,E15,"All recent (2024-2026) publications are co-authored with Guillermo Gallego, culminating in a 2026 PhD thesis at TU Berlin -- a doctoral student inside his group, not independent.",,high,https://dblp.org/pid/31/11244-3
Till Fluschnik,Berlin,E15,"Holds his own DFG grant (PACS) but explicitly situates himself ""in the group of"" Stefan Kratsch -- a funded researcher inside someone else's group, not an independent PI. DBLP's TU Clausthal tag is stale (a postdoc post there ended Mar 2024).",,high,https://amor.cms.hu-berlin.de/~fluschnt/index.html
Vera Schmitt,Berlin,E15,"Mixed signal, resolved conservatively: TU Berlin's own official roster lists her contractually as Senior Researcher under Möller's chair, matching exclusion code E15 (""senior researcher embedded in another PI's group""), even though her personal site brands a named sub-group with its own research agenda. No independent grant/funding line (e.g. Nachwuchsgruppe) could be confirmed -- worth a manual s",,medium,https://www.tu.berlin/qu/ueber-uns/team-personen/; https://veraschmitt.github.io/
Yi Cai 0005,Berlin,E15,"Listed as a rank-and-file member of Gerhard Wunder's group alongside other PhD students/postdocs, not a group leader -- correctly excluded. DBLP's L3S Hannover tag likely reflects a collaboration rather than a primary post.",,high,https://www.mi.fu-berlin.de/en/inf/groups/ag-comm/team-members/index.html
